Region,City,Master Group,Master Category,Cost Price [INR],Net Number,Bill Number,Gross Sales Value (GSV) [INR],Net Sales Value [INR],Gross Profit [INR],Gross Profit Margin [%],Net Receivables [INR],Transaction Number,Sale Type,Sale Date,Customer ID,Group,Sub Category,Gender,Theme,Net Weight,Gross Weight,Quantity,Diamond Weight (CWT),Serial Number
Central,BANGALORE,Antique,Bangles,1898919.67,363,BB10622,2191584.84,2115505.67,76079.17,3.47,12938,NS001-463297048-806,Online,04-04-2025,C10622,Rings,xyz,Female,IND-GOLD,26.61,27.54,1,1.82,A899407
North,MUMBAI,Plain,Bangles,1632918.76,241,BB10623,2012377.09,1924013.66,88363.43,4.39,19558,NS001-890161526-889,Online,22-03-2025,C10623,Rings,abc,Female,IND-GOLD,19.46,21.19,1,0.52,A690476
Central,HYDERABAD,Antique,Bracelets,1272146.76,344,BB10624,1642884.83,1609744.33,33140.5,2.02,10884,NS001-789754355-799,Store,31-03-2025,C10624,Bangles,abc,Male,MODERN,26.46,27.5,2,1.97,A360956
South,DELHI,KDM,Bangles,2048559.06,237,BB10625,2329375.22,2299561.68,29813.54,1.28,12195,NS001-956441547-352,Online,19-04-2025,C10625,Chains,bold,Female,IND-GOLD,19.09,19.66,3,0.74,A346651
East,CHENNAI,CZ,Bangles,2347747.31,424,BB10626,2820795.77,2740807.19,79988.58,2.84,15290,NS001-318206513-442,Store,20-04-2025,C10626,Bracelets,classic,Male,MODERN,40.35,41.46,2,1.25,A271071
West,HYDERABAD,KDM,Bangles,1248469.51,268,BB10627,1519350.14,1469237.68,50112.46,3.3,16893,NS001-535529937-142,Online,19-04-2025,C10627,Chains,classic,Male,PCJ-PLAIN,22.53,23.5,1,1.97,A825461
North,DELHI,KDM,Bracelets,1988205.2,110,BB10628,2568408.53,2500728.13,67680.4,2.64,15878,NS001-293483363-403,Store,19-03-2025,C10628,Chains,classic,Female,PCJ-PLAIN,20.19,21.42,1,1.94,A568829
West,CHENNAI,KDM,Rings,2214087.94,315,BB10629,2608394.7,2497706.65,110688.05,4.24,13081,NS001-387829815-893,Store,16-04-2025,C10629,Chains,xyz,Female,IND-GOLD,28.28,29.49,1,0.94,A245634
South,CHENNAI,Plain,Rings,2262739.36,488,BB10630,2735636.31,2673029.5,62606.81,2.29,13545,NS001-220655633-322,Store,11-04-2025,C10630,Rings,classic,Female,TRADITIONAL,40.38,41.28,3,0.74,A723810
West,MUMBAI,CZ,Chains,2170680.5,245,BB10631,2422276.04,2362704.58,59571.46,2.46,10096,NS001-192304970-361,Online,23-04-2025,C10631,Rings,classic,Male,TRADITIONAL,19.71,20.85,3,0.65,A220822
South,MUMBAI,Antique,Bracelets,2178078.22,168,BB10632,2441573,2392947.57,48625.43,1.99,10210,NS001-264380357-254,Store,19-03-2025,C10632,Bracelets,classic,Male,PCJ-PLAIN,44.55,45.58,3,0.59,A124434
South,MUMBAI,KDM,Bracelets,2291184.86,281,BB10633,2625944.65,2539037.02,86907.63,3.31,19229,NS001-616714624-900,Online,18-03-2025,C10633,Bracelets,bold,Male,PCJ-PLAIN,28.47,29.11,1,0.19,A260729
East,MUMBAI,KDM,Bangles,1134066.13,313,BB10634,1462801.54,1413135.81,49665.73,3.4,13913,NS001-119730020-331,Online,02-03-2025,C10634,Chains,classic,Female,MODERN,21.45,22.76,2,0.23,A376212
North,MUMBAI,KDM,Chains,1759143.76,160,BB10635,2049729.4,2015854.5,33874.9,1.65,12334,NS001-725228224-963,Online,16-03-2025,C10635,Rings,xyz,Male,IND-GOLD,23.79,25.75,1,0.56,A800754
South,BANGALORE,Antique,Bangles,2463573.53,165,BB10636,2840386.86,2726725.71,113661.15,4,15474,NS001-903888244-764,Store,25-04-2025,C10636,Bangles,abc,Male,TRADITIONAL,10.1,12.08,1,0.52,A819885
Central,MUMBAI,Plain,Rings,1493479.57,234,BB10637,1858846.32,1819236.78,39609.54,2.13,14136,NS001-504857914-408,Online,31-03-2025,C10637,Bracelets,bold,Male,IND-GOLD,44.06,45.45,3,0.31,A897926
North,MUMBAI,Antique,Bangles,2371529.89,427,BB10638,2615804.86,2510800.38,105004.48,4.01,14620,NS001-916587107-780,Online,29-03-2025,C10638,Bracelets,bold,Female,TRADITIONAL,39.43,40.38,2,1.88,A136290
East,BANGALORE,CZ,Rings,1416617.17,370,BB10639,1669310.88,1612497.97,56812.91,3.4,19863,NS001-883632634-701,Online,01-04-2025,C10639,Bangles,classic,Female,PCJ-PLAIN,42.05,43.28,1,1.35,A575518
East,DELHI,CZ,Bracelets,1200938.39,195,BB10640,1496185.37,1461637.04,34548.33,2.31,11751,NS001-626617357-592,Store,11-04-2025,C10640,Rings,bold,Female,TRADITIONAL,16.89,17.71,1,1.15,A175404
West,MUMBAI,KDM,Bracelets,1797427.47,246,BB10641,2119383.33,2050774.11,68609.22,3.24,16982,NS001-985226351-435,Store,12-04-2025,C10641,Bangles,classic,Female,TRADITIONAL,44.37,45.28,2,0.62,A433936
Central,HYDERABAD,Plain,Bracelets,1846424.44,407,BB10642,2153074.39,2079670,73404.39,3.41,13813,NS001-591461990-423,Store,12-04-2025,C10642,Bangles,classic,Female,PCJ-PLAIN,36.18,37.11,3,1.63,A643265
North,HYDERABAD,Antique,Bracelets,1951887.31,199,BB10643,2524754.7,2429164.99,95589.71,3.79,13789,NS001-687921160-607,Store,26-03-2025,C10643,Bangles,bold,Male,IND-GOLD,14.12,16.12,3,2.32,A629481
North,MUMBAI,Plain,Bracelets,1630160.35,417,BB10644,2114998,2012273.29,102724.71,4.86,14919,NS001-494519593-243,Store,10-03-2025,C10644,Bracelets,xyz,Female,IND-GOLD,10.2,11.69,2,1.54,A789675
East,DELHI,KDM,Bracelets,2140680.89,486,BB10645,2529535.07,2498876.95,30658.12,1.21,15629,NS001-638488128-161,Online,11-03-2025,C10645,Rings,bold,Male,MODERN,17.39,18.7,1,1.33,A546789
South,CHENNAI,Plain,Chains,1754158.11,160,BB10646,2073903.35,2046713.64,27189.71,1.31,15160,NS001-369642285-899,Store,11-04-2025,C10646,Rings,classic,Female,IND-GOLD,43.99,45.25,1,1.7,A106189
West,DELHI,KDM,Bangles,2064370.84,119,BB10647,2388569.38,2289483.44,99085.94,4.15,17822,NS001-467181247-187,Store,06-04-2025,C10647,Chains,bold,Female,MODERN,32.86,34.48,3,1.89,A588865
North,MUMBAI,Plain,Chains,1375671.27,141,BB10648,1513854.03,1454855.81,58998.22,3.9,17522,NS001-939028394-332,Online,20-04-2025,C10648,Chains,abc,Female,IND-GOLD,13.9,15.56,1,1.25,A332364
East,MUMBAI,Antique,Chains,1538966.73,390,BB10649,1814110.58,1730022.1,84088.48,4.64,13249,NS001-170818391-276,Store,12-03-2025,C10649,Rings,bold,Female,TRADITIONAL,12.33,13.03,2,1.27,A261689
North,HYDERABAD,Antique,Chains,2020790.11,224,BB10650,2562632.2,2495518.75,67113.45,2.62,15733,NS001-542931389-305,Store,05-03-2025,C10650,Bangles,xyz,Male,IND-GOLD,43.52,44.78,3,2.31,A378156
North,DELHI,Antique,Rings,1414079.83,127,BB10651,1786688.52,1756567.49,30121.03,1.69,19679,NS001-599063251-392,Online,20-04-2025,C10651,Bangles,xyz,Male,PCJ-PLAIN,15.54,17.31,3,1.11,A146180
North,DELHI,KDM,Rings,1161321.26,149,BB10652,1331861.62,1313404.16,18457.46,1.39,19132,NS001-797980676-416,Online,11-03-2025,C10652,Bangles,bold,Female,PCJ-PLAIN,29.86,31.42,3,0.56,A630503
North,DELHI,KDM,Bracelets,2354274.35,364,BB10653,2983564.84,2871167.24,112397.6,3.77,13384,NS001-673260192-182,Store,29-04-2025,C10653,Bangles,classic,Male,MODERN,46.26,47.71,2,0.9,A605922
North,HYDERABAD,Antique,Rings,1786561.41,353,BB10654,2103295.67,2054894.52,48401.15,2.3,17832,NS001-649930492-192,Online,30-04-2025,C10654,Rings,abc,Female,IND-GOLD,37.91,39.08,1,1.68,A854921
West,DELHI,KDM,Bangles,1800580.47,244,BB10655,2308421.75,2216392.55,92029.2,3.99,13951,NS001-617853092-998,Store,05-03-2025,C10655,Chains,classic,Male,MODERN,46.66,48.2,3,0.48,A788350
East,HYDERABAD,CZ,Chains,1067611.95,365,BB10656,1312294.52,1251046.75,61247.77,4.67,13377,NS001-100674447-598,Online,12-03-2025,C10656,Chains,classic,Male,PCJ-PLAIN,43.6,45.19,2,0.16,A641236
North,HYDERABAD,CZ,Rings,1039332.66,216,BB10657,1207332.1,1176512.48,30819.62,2.55,10379,NS001-608409739-198,Store,04-04-2025,C10657,Bracelets,bold,Male,TRADITIONAL,43.05,45.01,1,1.69,A378275
North,BANGALORE,Plain,Bracelets,1024926.93,183,BB10658,1240743.03,1225647.27,15095.76,1.22,16795,NS001-898341263-536,Store,27-04-2025,C10658,Chains,bold,Female,MODERN,35.21,36.92,2,1.54,A673672
Central,DELHI,KDM,Bracelets,1168047.03,279,BB10659,1361259.52,1299556.92,61702.6,4.53,13224,NS001-384835237-236,Online,08-03-2025,C10659,Bangles,abc,Female,PCJ-PLAIN,12.29,13.41,1,0.28,A497759
Central,CHENNAI,CZ,Bracelets,2240935.18,259,BB10660,2597234.79,2560931.9,36302.89,1.4,16639,NS001-827345524-731,Online,23-03-2025,C10660,Chains,xyz,Female,MODERN,44.06,44.76,2,1.46,A419951
North,DELHI,KDM,Chains,2109240.03,474,BB10661,2410137.06,2369304.25,40832.81,1.69,15381,NS001-985370175-915,Store,08-04-2025,C10661,Bracelets,classic,Male,TRADITIONAL,15.33,17.03,1,0.22,A592739
East,CHENNAI,KDM,Bangles,1805298.11,243,BB10662,2098855.25,2042733.93,56121.32,2.67,17224,NS001-212525774-996,Store,17-03-2025,C10662,Bangles,abc,Female,MODERN,30.06,31.58,3,1.49,A824475
South,MUMBAI,KDM,Bangles,1283088.44,190,BB10663,1596523.32,1551657.9,44865.42,2.81,11755,NS001-304540581-810,Store,27-04-2025,C10663,Bracelets,bold,Male,PCJ-PLAIN,32.88,33.49,1,2.23,A453738
East,MUMBAI,Antique,Chains,2102276.22,165,BB10664,2372344.13,2343192.43,29151.7,1.23,17456,NS001-390483959-755,Store,14-03-2025,C10664,Bangles,bold,Male,MODERN,45.53,47.17,1,0.89,A331807
West,CHENNAI,CZ,Chains,1949261.77,331,BB10665,2179227.59,2100131.17,79096.42,3.63,14758,NS001-646822856-429,Store,14-03-2025,C10665,Chains,bold,Male,IND-GOLD,23.84,24.48,1,1.99,A270946
Central,HYDERABAD,KDM,Bracelets,1422867.32,498,BB10666,1775912.71,1700177.28,75735.43,4.26,11996,NS001-791310489-241,Online,26-03-2025,C10666,Bangles,xyz,Female,IND-GOLD,31.87,33.1,3,0.23,A825249
South,HYDERABAD,Antique,Chains,1295567.83,226,BB10667,1451195.45,1406258.15,44937.3,3.1,13856,NS001-491109119-204,Online,20-04-2025,C10667,Rings,abc,Male,IND-GOLD,24.04,25.66,3,2.32,A489821
West,HYDERABAD,KDM,Chains,2274254.06,369,BB10668,2540063.95,2458708.24,81355.71,3.2,12152,NS001-359407490-658,Store,22-04-2025,C10668,Bangles,bold,Male,PCJ-PLAIN,43.51,44.43,3,0.13,A677686
North,DELHI,Antique,Chains,1002878.31,124,BB10669,1146458.01,1092411.72,54046.29,4.71,18329,NS001-579112662-570,Online,05-03-2025,C10669,Bangles,abc,Female,PCJ-PLAIN,41.35,41.87,3,2.08,A794561
North,BANGALORE,Antique,Chains,2016255.83,209,BB10670,2586593.48,2509885.47,76708.01,2.97,11336,NS001-532823555-282,Store,01-04-2025,C10670,Bracelets,xyz,Female,MODERN,21.5,22.87,3,1.42,A363475
North,BANGALORE,KDM,Bracelets,2227683.69,218,BB10671,2848530.74,2760285.13,88245.61,3.1,18206,NS001-127202512-544,Store,16-04-2025,C10671,Bracelets,bold,Female,PCJ-PLAIN,26.32,27.23,3,0.82,A211256
Central,CHENNAI,Antique,Chains,2339157.38,208,BB10672,2744231.11,2622288.65,121942.46,4.44,19824,NS001-556486526-915,Online,13-04-2025,C10672,Bracelets,abc,Male,PCJ-PLAIN,25.32,26.75,3,0.72,A938879
South,HYDERABAD,Antique,Chains,1215059.3,277,BB10673,1511826.3,1437485.74,74340.56,4.92,17411,NS001-710945906-918,Online,04-04-2025,C10673,Bracelets,xyz,Male,PCJ-PLAIN,46.91,48.2,2,1.61,A866614
Central,HYDERABAD,CZ,Bangles,2491987.65,222,BB10674,2960721.47,2874305.21,86416.26,2.92,19652,NS001-285378064-695,Online,19-04-2025,C10674,Rings,xyz,Female,IND-GOLD,33.4,34.21,1,1.75,A619320
Central,DELHI,Plain,Rings,1199209.96,301,BB10675,1335893.21,1304067.44,31825.77,2.38,14917,NS001-778664750-894,Online,14-03-2025,C10675,Bangles,classic,Female,PCJ-PLAIN,42.5,43.98,2,0.75,A637066
West,MUMBAI,Antique,Bangles,1878280.08,183,BB10676,2243497.04,2207008.03,36489.01,1.63,10355,NS001-841202675-156,Online,31-03-2025,C10676,Bangles,abc,Male,IND-GOLD,23.16,24.99,1,1.15,A152059
East,MUMBAI,Plain,Chains,2174880.64,468,BB10677,2503608.26,2398083.85,105524.41,4.21,15701,NS001-995734860-407,Online,13-04-2025,C10677,Bracelets,abc,Female,PCJ-PLAIN,12.41,13.05,1,1.95,A304874
South,CHENNAI,KDM,Rings,1164431.14,223,BB10678,1413589.4,1391487.88,22101.52,1.56,10563,NS001-381552290-451,Store,04-03-2025,C10678,Bracelets,xyz,Male,PCJ-PLAIN,18.48,19,2,0.71,A564039
West,BANGALORE,Antique,Rings,2272986.15,132,BB10679,2861353.84,2769129.29,92224.55,3.22,11134,NS001-439077476-917,Store,27-03-2025,C10679,Rings,abc,Male,TRADITIONAL,16.38,17.52,1,2.46,A178962
East,MUMBAI,CZ,Rings,1021711.93,182,BB10680,1191776.19,1146032.85,45743.34,3.84,11666,NS001-582083867-255,Store,30-03-2025,C10680,Bracelets,bold,Female,PCJ-PLAIN,11.94,12.94,2,1.19,A357560
East,HYDERABAD,KDM,Rings,1232991.99,242,BB10681,1546872.43,1489886.69,56985.74,3.68,10218,NS001-129509800-676,Store,08-03-2025,C10681,Rings,bold,Male,MODERN,44.24,45.14,2,1.62,A910002
West,HYDERABAD,Plain,Rings,1826718.71,296,BB10682,2317447.17,2264314.75,53132.42,2.29,16413,NS001-346434639-992,Online,25-03-2025,C10682,Chains,abc,Male,MODERN,44.95,46.33,2,1.85,A853403
Central,DELHI,Antique,Bangles,1230558.05,116,BB10683,1381051.58,1342086.76,38964.82,2.82,18694,NS001-940107799-215,Online,04-03-2025,C10683,Bangles,bold,Female,IND-GOLD,12.5,14.29,3,2.42,A393468
East,BANGALORE,CZ,Rings,1542346.93,391,BB10684,1742593.2,1719811.2,22782,1.31,10431,NS001-638849559-248,Store,07-03-2025,C10684,Rings,classic,Male,IND-GOLD,12.56,14.26,3,0.59,A562769
South,MUMBAI,Antique,Bangles,1933670.54,469,BB10685,2243363.17,2150014.15,93349.02,4.16,19603,NS001-324496144-752,Store,12-04-2025,C10685,Bangles,classic,Female,TRADITIONAL,19.79,21.28,1,0.51,A617973
Central,DELHI,Antique,Bracelets,1614593.49,298,BB10686,2043578.67,1964022.2,79556.47,3.89,13585,NS001-377458475-360,Online,03-03-2025,C10686,Bracelets,bold,Female,IND-GOLD,32.84,33.64,2,1.06,A307341
East,HYDERABAD,KDM,Bracelets,2376866.62,151,BB10687,3039101.03,2934184.22,104916.81,3.45,17183,NS001-688130658-207,Online,03-04-2025,C10687,Rings,abc,Female,TRADITIONAL,40.69,41.35,2,1.68,A396964
West,MUMBAI,KDM,Rings,2157532.74,159,BB10688,2660653.92,2569529.65,91124.27,3.42,12724,NS001-467782584-428,Store,14-03-2025,C10688,Rings,abc,Male,MODERN,42.3,44.03,1,1.04,A123397
South,BANGALORE,Plain,Bangles,2439576.99,114,BB10689,2923688.12,2841610.41,82077.71,2.81,10949,NS001-339487226-885,Store,02-03-2025,C10689,Chains,classic,Male,MODERN,43.53,45.45,2,1.16,A974027
East,BANGALORE,Plain,Bangles,2457371.75,424,BB10690,3115412.27,3004430.75,110981.52,3.56,15441,NS001-165443159-868,Store,30-03-2025,C10690,Bangles,bold,Male,MODERN,21.72,23.68,1,1.42,A216392
Central,BANGALORE,Plain,Bracelets,1406233.58,388,BB10691,1733701.24,1707470.47,26230.77,1.51,17539,NS001-561761405-976,Online,25-04-2025,C10691,Rings,bold,Male,PCJ-PLAIN,44.53,46.17,1,0.15,A993344
South,DELHI,KDM,Bracelets,1764969.31,108,BB10692,2292778.6,2258307.73,34470.87,1.5,19684,NS001-459194612-264,Online,08-04-2025,C10692,Bangles,xyz,Female,MODERN,12.03,13.17,2,0.23,A775872
North,HYDERABAD,Plain,Rings,2358059.89,368,BB10693,2694540.35,2572001.68,122538.67,4.55,13053,NS001-425588788-775,Online,10-04-2025,C10693,Rings,xyz,Female,IND-GOLD,23.84,25.11,2,0.13,A132873
North,CHENNAI,CZ,Chains,1957656.26,455,BB10694,2354585.64,2310058.33,44527.31,1.89,14532,NS001-490716779-946,Store,02-04-2025,C10694,Bracelets,classic,Female,MODERN,36.83,38.45,2,2.34,A708634
Central,CHENNAI,Plain,Chains,1430457.52,140,BB10695,1825588.13,1804113.25,21474.88,1.18,10584,NS001-430687426-421,Online,30-04-2025,C10695,Bangles,classic,Female,IND-GOLD,31.83,32.99,3,1.12,A973580
North,HYDERABAD,Antique,Rings,1773759.25,488,BB10696,2209776.89,2106794.14,102982.75,4.66,14691,NS001-525528118-445,Store,21-03-2025,C10696,Rings,bold,Female,MODERN,27.07,28.49,3,0.94,A556031
North,BANGALORE,KDM,Chains,2320242.4,265,BB10697,2986678.45,2889539.29,97139.16,3.25,11218,NS001-572145557-341,Store,18-04-2025,C10697,Rings,abc,Male,IND-GOLD,46.07,47.38,1,2.46,A278939
East,DELHI,CZ,Chains,2344363.02,164,BB10698,2910045.13,2823021.49,87023.64,2.99,12637,NS001-893107728-300,Store,17-04-2025,C10698,Bracelets,bold,Male,PCJ-PLAIN,18.66,19.23,1,1.05,A693297
East,CHENNAI,Plain,Rings,2379611.99,270,BB10699,2934315.62,2826746.96,107568.66,3.67,10746,NS001-236127863-722,Online,18-03-2025,C10699,Chains,classic,Male,TRADITIONAL,10.31,11.28,1,1.41,A342919
East,CHENNAI,Plain,Bracelets,2486002.63,341,BB10700,2773817.26,2697981.63,75835.63,2.73,15911,NS001-625167246-395,Store,28-04-2025,C10700,Bracelets,xyz,Male,PCJ-PLAIN,31.55,33.5,2,1.64,A522599
West,CHENNAI,CZ,Bangles,1577538.1,138,BB10701,1872624.52,1824812.03,47812.49,2.55,17449,NS001-418229326-950,Store,29-04-2025,C10701,Chains,abc,Male,PCJ-PLAIN,10.56,12.42,3,1.55,A165102
North,BANGALORE,CZ,Chains,1749404.68,211,BB10702,2106983.14,2080610.65,26372.49,1.25,17809,NS001-103028709-725,Online,01-04-2025,C10702,Bangles,xyz,Male,PCJ-PLAIN,47.22,47.97,1,2.47,A844815
East,MUMBAI,Antique,Rings,2418493.62,467,BB10703,2880746.22,2746483.43,134262.79,4.66,19230,NS001-382842162-450,Online,05-04-2025,C10703,Rings,bold,Female,MODERN,29.85,31.41,2,1.46,A446245
North,CHENNAI,CZ,Bracelets,1024057.79,255,BB10704,1312495.72,1274747.35,37748.37,2.88,14099,NS001-716401967-921,Online,31-03-2025,C10704,Bangles,classic,Female,PCJ-PLAIN,19.88,20.98,3,0.59,A106420
West,CHENNAI,KDM,Bangles,1571681.06,237,BB10705,2027701.89,1933619.98,94081.91,4.64,10787,NS001-674621962-387,Online,03-04-2025,C10705,Bangles,classic,Male,TRADITIONAL,24.17,25.3,2,1.93,A386422
Central,CHENNAI,Plain,Rings,2410298.36,339,BB10706,3080060.87,2992448.2,87612.67,2.84,15125,NS001-113444992-158,Store,28-03-2025,C10706,Bracelets,classic,Male,TRADITIONAL,30.12,32.12,3,0.84,A220919
Central,MUMBAI,Antique,Bracelets,2203069.68,115,BB10707,2778683.6,2645433.2,133250.4,4.8,18824,NS001-857017371-506,Store,16-04-2025,C10707,Bracelets,xyz,Male,PCJ-PLAIN,20.55,21.34,3,1.66,A708292
West,BANGALORE,Plain,Bangles,2264271.05,367,BB10708,2735296.69,2696919.74,38376.95,1.4,16448,NS001-817766267-620,Online,23-04-2025,C10708,Bracelets,abc,Female,PCJ-PLAIN,26.73,27.41,1,1.31,A109771
South,DELHI,KDM,Chains,1363170.07,310,BB10709,1560297.1,1483894.1,76403,4.9,14659,NS001-559428048-625,Online,12-04-2025,C10709,Bangles,abc,Male,MODERN,33.72,34.69,3,0.28,A955758
West,DELHI,Plain,Bracelets,2325099.24,420,BB10710,2937069.65,2815020.99,122048.66,4.16,15271,NS001-441822646-749,Store,09-04-2025,C10710,Bangles,abc,Female,PCJ-PLAIN,22,23.77,3,2.44,A413483
South,CHENNAI,Plain,Rings,1383346.24,229,BB10711,1772612.52,1707434.59,65177.93,3.68,15448,NS001-895547921-226,Online,20-04-2025,C10711,Bangles,classic,Male,MODERN,36.98,38.11,1,1.02,A507402
West,BANGALORE,Plain,Rings,2494505.75,105,BB10712,3033239.01,2956386.56,76852.45,2.53,12916,NS001-215097087-906,Store,10-03-2025,C10712,Bracelets,abc,Female,IND-GOLD,25.07,25.84,2,1.81,A955981
Central,MUMBAI,Plain,Bracelets,1181007.2,404,BB10713,1402709.18,1355656.64,47052.54,3.35,13129,NS001-901499944-438,Online,24-04-2025,C10713,Rings,bold,Male,MODERN,28.39,29.06,2,2.25,A986946
East,BANGALORE,CZ,Bracelets,1320428.42,134,BB10714,1677717.17,1627108.37,50608.8,3.02,18166,NS001-524392644-536,Store,29-03-2025,C10714,Rings,xyz,Male,MODERN,38.75,39.45,1,1.48,A125239
North,MUMBAI,Antique,Bracelets,1056828.89,343,BB10715,1167913.18,1129190.14,38723.04,3.32,18914,NS001-752257999-631,Store,19-03-2025,C10715,Bangles,classic,Female,IND-GOLD,31.94,32.9,2,2.3,A691720
South,DELHI,CZ,Bracelets,2193225.21,373,BB10716,2746340.69,2688059.38,58281.31,2.12,18846,NS001-729682153-331,Online,16-03-2025,C10716,Bracelets,abc,Female,PCJ-PLAIN,45.77,47.46,1,2.25,A951469
Central,HYDERABAD,Plain,Bangles,1664846.11,421,BB10717,1871103.39,1841975.61,29127.78,1.56,14992,NS001-768186665-144,Store,05-03-2025,C10717,Rings,xyz,Female,MODERN,20.82,21.75,1,0.84,A224044
Central,DELHI,KDM,Chains,1529341.32,352,BB10718,1785581.98,1757827.58,27754.4,1.55,16785,NS001-524985205-783,Store,14-03-2025,C10718,Bangles,bold,Male,IND-GOLD,44.51,46.15,3,2.28,A780432
West,DELHI,Plain,Bracelets,1855410.87,175,BB10719,2299230.26,2269982.35,29247.91,1.27,11458,NS001-196652480-382,Online,09-04-2025,C10719,Chains,bold,Female,PCJ-PLAIN,25.34,26.52,2,1.79,A852714
East,HYDERABAD,Antique,Chains,1520779.32,224,BB10720,1748687.67,1720429.59,28258.08,1.62,15540,NS001-184768102-804,Online,16-03-2025,C10720,Rings,classic,Male,PCJ-PLAIN,22.31,24.22,1,0.78,A493490
West,BANGALORE,KDM,Rings,1520929.73,461,BB10721,1695251.54,1675502.39,19749.15,1.16,13963,NS001-377596675-497,Store,26-03-2025,C10721,Bangles,bold,Male,PCJ-PLAIN,24.33,24.92,3,1.79,A173659
South,DELHI,KDM,Rings,1173988.36,218,BB10722,1426234.06,1403857.33,22376.73,1.57,12645,NS001-509836530-154,Store,24-03-2025,C10722,Chains,abc,Male,PCJ-PLAIN,47.65,49.09,2,1.98,A678194
South,DELHI,KDM,Bracelets,1725870.49,271,BB10723,2148648.97,2095753.41,52895.56,2.46,10735,NS001-910802777-353,Online,24-04-2025,C10723,Bangles,classic,Female,PCJ-PLAIN,30.78,32.23,3,0.39,A982192
East,MUMBAI,CZ,Bangles,1479346.65,449,BB10724,1698475.68,1662816.36,35659.32,2.1,14527,NS001-688145796-646,Online,20-03-2025,C10724,Chains,classic,Male,IND-GOLD,46.84,48.05,3,2.41,A509219
Central,HYDERABAD,KDM,Bangles,1484344.31,303,BB10725,1703692.23,1680478.69,23213.54,1.36,17528,NS001-980942466-932,Online,05-04-2025,C10725,Chains,xyz,Male,TRADITIONAL,24.56,25.52,2,1.17,A856527
South,HYDERABAD,Plain,Bracelets,1231920.84,317,BB10726,1596231.82,1528292.52,67939.3,4.26,19852,NS001-234398072-832,Online,09-03-2025,C10726,Bangles,classic,Female,TRADITIONAL,39.34,40.51,1,0.54,A748010
South,BANGALORE,KDM,Bangles,1473154.88,156,BB10727,1739826.72,1719845.21,19981.51,1.15,18094,NS001-298426299-454,Online,06-04-2025,C10727,Rings,abc,Male,PCJ-PLAIN,34.69,36.22,1,1.63,A936894
South,MUMBAI,Antique,Rings,1970183.96,195,BB10728,2415945.34,2356034.9,59910.44,2.48,18048,NS001-213267017-199,Store,30-04-2025,C10728,Rings,bold,Male,MODERN,20.84,22.14,3,0.92,A653626
Central,DELHI,CZ,Chains,1880555.17,427,BB10729,2193272.35,2100267.89,93004.46,4.24,12058,NS001-800044829-926,Store,11-04-2025,C10729,Bangles,abc,Female,PCJ-PLAIN,18.64,19.76,3,0.61,A201073
Central,MUMBAI,KDM,Chains,1702569.67,276,BB10730,2032305.53,1951071.88,81233.65,4,10903,NS001-496252398-307,Online,29-04-2025,C10730,Bracelets,classic,Male,MODERN,34.13,35.44,3,2.43,A997340
North,CHENNAI,Plain,Rings,2243214.48,151,BB10731,2827720.25,2686599.24,141121.01,4.99,14061,NS001-225074185-124,Store,23-03-2025,C10731,Bangles,bold,Male,MODERN,43.02,44.98,2,1.77,A885123
West,MUMBAI,KDM,Bangles,2006179.08,273,BB10732,2227937.82,2203237.65,24700.17,1.11,11236,NS001-777718203-265,Online,04-04-2025,C10732,Bangles,xyz,Female,TRADITIONAL,34.22,35.16,3,2.37,A395969
South,HYDERABAD,CZ,Bracelets,1999923.44,106,BB10733,2220431.15,2183010.21,37420.94,1.69,13943,NS001-129381995-183,Store,06-04-2025,C10733,Bangles,bold,Female,IND-GOLD,36.55,37.44,1,1.96,A461127
East,CHENNAI,KDM,Bracelets,1381169.45,299,BB10734,1777259.57,1693274.35,83985.22,4.73,14502,NS001-200489965-540,Online,31-03-2025,C10734,Bangles,bold,Male,IND-GOLD,10.51,11.62,1,0.76,A972006
North,BANGALORE,KDM,Bangles,1480176.38,291,BB10735,1888257.09,1866300.96,21956.13,1.16,12543,NS001-640851850-341,Online,30-04-2025,C10735,Rings,classic,Female,TRADITIONAL,45.98,47.7,1,1.65,A850106
West,HYDERABAD,Plain,Bracelets,1094832.56,251,BB10736,1303169.67,1242860.79,60308.88,4.63,14891,NS001-883123969-527,Store,24-03-2025,C10736,Chains,abc,Female,MODERN,29.64,30.52,2,1.04,A394495
